author_id,author_name,author_url
80351,আদিব সালেহ,https://www.rokomari.com/book/author/80351
2386,লিও তলস্তয়,https://www.rokomari.com/book/author/2386
4096,রুমানা বৈশাখী,https://www.rokomari.com/book/author/4096
115666,মেহেদী হাসান রিফাত,https://www.rokomari.com/book/author/115666
1919,মারজুক রাসেল,https://www.rokomari.com/book/author/1919
80672,সৈয়দ সাকিব আলম,https://www.rokomari.com/book/author/80672
127,আহসান হাবীব (কার্টুনিস্ট),https://www.rokomari.com/book/author/127
59363,মীযান হারুন,https://www.rokomari.com/book/author/59363
39938,জেমস রলিন্স,https://www.rokomari.com/book/author/39938
76288,মোজাম্মেল হোসেন ত্বোহা,https://www.rokomari.com/book/author/76288
54755,বেফাকুল মাদারিসিল আরাবিয়া বাংলাদেশ,https://www.rokomari.com/book/author/54755
24839,মুহম্মদ আনোয়ার হোসেন ফকির,https://www.rokomari.com/book/author/24839
78074,ওয়ান পাবলিকেশন,https://www.rokomari.com/book/author/78074
35496,ফাহমিদ-উর-রহমান,https://www.rokomari.com/book/author/35496
82114,মাওলানা জুলফিকার আহমাদ নকশবন্দি,https://www.rokomari.com/book/author/82114
79355,রাজীব হোসেন,https://www.rokomari.com/book/author/79355
32402,ড. আবু আমিনাহ বিলাল ফিলিপ্স,https://www.rokomari.com/book/author/32402
20781,জাভেদ পারভেজ,https://www.rokomari.com/book/author/20781
110910,জান্নাতুল নাঈমা,https://www.rokomari.com/book/author/110910
5905,আবদুল্লাহ আবু সায়ীদ,https://www.rokomari.com/book/author/5905
2344,আর্নেস্ট হেমিংওয়ে,https://www.rokomari.com/book/author/2344
4753,ইসমাইল আরমান,https://www.rokomari.com/book/author/4753
316,সিরাজুল ইসলাম চৌধুরী,https://www.rokomari.com/book/author/316
24693,ড. আব্দুল আযীয আব্দুর রহীম,https://www.rokomari.com/book/author/24693
78385,জুনায়েদ আহমেদ,https://www.rokomari.com/book/author/78385
3776,চার্লস ডিকেন্স,https://www.rokomari.com/book/author/3776
4811,মেজর এম এ জলিল,https://www.rokomari.com/book/author/4811
10838,ইমাম আবু ঈসা মুহাম্মদ ইবনে ঈসা আত তিরমিযী (রহঃ),https://www.rokomari.com/book/author/10838
